ping_number,timestamp,latitude,longitude,heading,speed_knots,altitude,depth,slant_range,cable_out
208,2024-01-15T10:00:20.800000+00:00,27.80027347983611,-82.49969083646805,44.74067159426725,4.0,15.0,2.0,150.0,50.0
209,2024-01-15T10:00:20.900000+00:00,27.800274788352073,-82.49968935721483,45.008830453109994,4.0,15.0,2.0,150.0,50.0
210,2024-01-15T10:00:21+00:00,27.800276096868036,-82.49968787796159,44.46584815887978,4.0,15.0,2.0,150.0,50.0
211,2024-01-15T10:00:21.100000+00:00,27.800277405383998,-82.49968639870833,45.11274646489173,4.0,15.0,2.0,150.0,50.0
212,2024-01-15T10:00:21.200000+00:00,27.80027871389996,-82.49968491945506,45.38813395441214,4.0,15.0,2.0,150.0,50.0
213,2024-01-15T10:00:21.300000+00:00,27.800280022415922,-82.49968344020178,44.61194569315062,4.0,15.0,2.0,150.0,50.0
214,2024-01-15T10:00:21.400000+00:00,27.800281330931885,-82.49968196094846,45.439872945115305,4.0,15.0,2.0,150.0,50.0
215,2024-01-15T10:00:21.500000+00:00,27.800282639447847,-82.49968048169514,46.07148038882514,4.0,15.0,2.0,150.0,50.0
216,2024-01-15T10:00:21.600000+00:00,27.80028394796381,-82.4996790024418,44.916046464436164,4.0,15.0,2.0,150.0,50.0
217,2024-01-15T10:00:21.700000+00:00,27.80028525647977,-82.49967752318844,44.90704780387119,4.0,15.0,2.0,150.0,50.0
218,2024-01-15T10:00:21.800000+00:00,27.800286564995734,-82.49967604393505,44.86494495766774,4.0,15.0,2.0,150.0,50.0
219,2024-01-15T10:00:21.900000+00:00,27.800287873511696,-82.49967456468165,44.127641010303776,4.0,15.0,2.0,150.0,50.0
220,2024-01-15T10:00:22+00:00,27.800289182027658,-82.49967308542824,44.63135074807306,4.0,15.0,2.0,150.0,50.0
221,2024-01-15T10:00:22.100000+00:00,27.80029049054362,-82.49967160617481,45.26146227772504,4.0,15.0,2.0,150.0,50.0
222,2024-01-15T10:00:22.200000+00:00,27.800291799059583,-82.49967012692136,44.91601188973047,4.0,15.0,2.0,150.0,50.0
223,2024-01-15T10:00:22.300000+00:00,27.800293107575545,-82.49966864766789,45.19021278032651,4.0,15.0,2.0,150.0,50.0
224,2024-01-15T10:00:22.400000+00:00,27.800294416091507,-82.4996671684144,44.99579780882672,4.0,15.0,2.0,150.0,50.0
225,2024-01-15T10:00:22.500000+00:00,27.80029572460747,-82.4996656891609,44.97982069732467,4.0,15.0,2.0,150.0,50.0
226,2024-01-15T10:00:22.600000+00:00,27.80029703312343,-82.49966420990738,45.16228663184538,4.0,15.0,2.0,150.0,50.0
227,2024-01-15T10:00:22.700000+00:00,27.800298341639394,-82.49966273065384,44.6699473214115,4.0,15.0,2.0,150.0,50.0
228,2024-01-15T10:00:22.800000+00:00,27.800299650155356,-82.49966125140028,45.12334454339173,4.0,15.0,2.0,150.0,50.0
229,2024-01-15T10:00:22.900000+00:00,27.80030095867132,-82.49965977214671,45.08701762271448,4.0,15.0,2.0,150.0,50.0
230,2024-01-15T10:00:23+00:00,27.80030226718728,-82.49965829289312,44.63904554820872,4.0,15.0,2.0,150.0,50.0
231,2024-01-15T10:00:23.100000+00:00,27.800303575703243,-82.4996568136395,44.50798045615675,4.0,15.0,2.0,150.0,50.0
232,2024-01-15T10:00:23.200000+00:00,27.800304884219205,-82.49965533438588,44.8442943585789,4.0,15.0,2.0,150.0,50.0
233,2024-01-15T10:00:23.300000+00:00,27.800306192735167,-82.49965385513224,45.8167186572672,4.0,15.0,2.0,150.0,50.0
234,2024-01-15T10:00:23.400000+00:00,27.80030750125113,-82.49965237587857,45.47567104920229,4.0,15.0,2.0,150.0,50.0
235,2024-01-15T10:00:23.500000+00:00,27.800308809767092,-82.49965089662489,45.34642102157935,4.0,15.0,2.0,150.0,50.0
236,2024-01-15T10:00:23.600000+00:00,27.800310118283054,-82.49964941737119,44.90155065944613,4.0,15.0,2.0,150.0,50.0
237,2024-01-15T10:00:23.700000+00:00,27.800311426799016,-82.49964793811748,45.07469834894206,4.0,15.0,2.0,150.0,50.0
238,2024-01-15T10:00:23.800000+00:00,27.80031273531498,-82.49964645886374,44.94903590312089,4.0,15.0,2.0,150.0,50.0
239,2024-01-15T10:00:23.900000+00:00,27.80031404383094,-82.49964497960998,45.32556204951245,4.0,15.0,2.0,150.0,50.0
240,2024-01-15T10:00:24+00:00,27.800315352346903,-82.49964350035621,45.156793168765056,4.0,15.0,2.0,150.0,50.0
241,2024-01-15T10:00:24.100000+00:00,27.800316660862865,-82.49964202110243,44.42461038316478,4.0,15.0,2.0,150.0,50.0
242,2024-01-15T10:00:24.200000+00:00,27.800317969378828,-82.49964054184862,45.24336318822594,4.0,15.0,2.0,150.0,50.0
243,2024-01-15T10:00:24.300000+00:00,27.80031927789479,-82.4996390625948,45.27058025846524,4.0,15.0,2.0,150.0,50.0
244,2024-01-15T10:00:24.400000+00:00,27.800320586410752,-82.49963758334096,44.83829073238725,4.0,15.0,2.0,150.0,50.0
245,2024-01-15T10:00:24.500000+00:00,27.800321894926714,-82.4996361040871,44.77510715034166,4.0,15.0,2.0,150.0,50.0
246,2024-01-15T10:00:24.600000+00:00,27.800323203442677,-82.49963462483322,45.16795761269057,4.0,15.0,2.0,150.0,50.0
247,2024-01-15T10:00:24.700000+00:00,27.80032451195864,-82.49963314557932,44.825289197353776,4.0,15.0,2.0,150.0,50.0
248,2024-01-15T10:00:24.800000+00:00,27.8003258204746,-82.49963166632541,45.08585482718573,4.0,15.0,2.0,150.0,50.0
249,2024-01-15T10:00:24.900000+00:00,27.800327128990563,-82.49963018707149,45.010065508361315,4.0,15.0,2.0,150.0,50.0
250,2024-01-15T10:00:25+00:00,27.800328437506526,-82.49962870781754,44.83887206892307,4.0,15.0,2.0,150.0,50.0
251,2024-01-15T10:00:25.100000+00:00,27.800329746022488,-82.49962722856357,44.651944128762686,4.0,15.0,2.0,150.0,50.0
252,2024-01-15T10:00:25.200000+00:00,27.80033105453845,-82.49962574930959,45.66872876277279,4.0,15.0,2.0,150.0,50.0
253,2024-01-15T10:00:25.300000+00:00,27.800332363054412,-82.49962427005558,44.7663505469092,4.0,15.0,2.0,150.0,50.0
254,2024-01-15T10:00:25.400000+00:00,27.800333671570375,-82.49962279080155,45.0741617502986,4.0,15.0,2.0,150.0,50.0
255,2024-01-15T10:00:25.500000+00:00,27.800334980086337,-82.49962131154751,44.952838188175555,4.0,15.0,2.0,150.0,50.0
256,2024-01-15T10:00:25.600000+00:00,27.8003362886023,-82.49961983229346,44.99746473205332,4.0,15.0,2.0,150.0,50.0
257,2024-01-15T10:00:25.700000+00:00,27.80033759711826,-82.49961835303938,44.53362533508126,4.0,15.0,2.0,150.0,50.0
258,2024-01-15T10:00:25.800000+00:00,27.800338905634224,-82.49961687378529,44.73469465258054,4.0,15.0,2.0,150.0,50.0
259,2024-01-15T10:00:25.900000+00:00,27.800340214150186,-82.49961539453118,44.60769933959063,4.0,15.0,2.0,150.0,50.0
260,2024-01-15T10:00:26+00:00,27.800341522666148,-82.49961391527705,45.351241803839876,4.0,15.0,2.0,150.0,50.0
261,2024-01-15T10:00:26.100000+00:00,27.80034283118211,-82.4996124360229,44.75383535278862,4.0,15.0,2.0,150.0,50.0
262,2024-01-15T10:00:26.200000+00:00,27.800344139698073,-82.49961095676873,44.74066149185933,4.0,15.0,2.0,150.0,50.0
263,2024-01-15T10:00:26.300000+00:00,27.800345448214035,-82.49960947751455,45.26778734764318,4.0,15.0,2.0,150.0,50.0
264,2024-01-15T10:00:26.400000+00:00,27.800346756729997,-82.49960799826036,45.10446255477721,4.0,15.0,2.0,150.0,50.0
265,2024-01-15T10:00:26.500000+00:00,27.80034806524596,-82.49960651900614,45.38512032642922,4.0,15.0,2.0,150.0,50.0
266,2024-01-15T10:00:26.600000+00:00,27.80034937376192,-82.4996050397519,45.17140073040076,4.0,15.0,2.0,150.0,50.0
267,2024-01-15T10:00:26.700000+00:00,27.800350682277884,-82.49960356049765,45.00959163972389,4.0,15.0,2.0,150.0,50.0
268,2024-01-15T10:00:26.800000+00:00,27.800351990793846,-82.49960208124338,44.734928130877506,4.0,15.0,2.0,150.0,50.0
269,2024-01-15T10:00:26.900000+00:00,27.80035329930981,-82.49960060198909,45.458618339930865,4.0,15.0,2.0,150.0,50.0
270,2024-01-15T10:00:27+00:00,27.80035460782577,-82.49959912273478,44.9463949777064,4.0,15.0,2.0,150.0,50.0
271,2024-01-15T10:00:27.100000+00:00,27.800355916341733,-82.49959764348046,44.73270940103876,4.0,15.0,2.0,150.0,50.0
272,2024-01-15T10:00:27.200000+00:00,27.800357224857695,-82.49959616422612,44.936762020392656,4.0,15.0,2.0,150.0,50.0
273,2024-01-15T10:00:27.300000+00:00,27.800358533373657,-82.49959468497175,44.94021194587088,4.0,15.0,2.0,150.0,50.0
274,2024-01-15T10:00:27.400000+00:00,27.80035984188962,-82.49959320571737,45.43784294014547,4.0,15.0,2.0,150.0,50.0
275,2024-01-15T10:00:27.500000+00:00,27.800361150405582,-82.49959172646298,45.728399162138565,4.0,15.0,2.0,150.0,50.0
276,2024-01-15T10:00:27.600000+00:00,27.800362458921544,-82.49959024720857,44.926089069431,4.0,15.0,2.0,150.0,50.0
277,2024-01-15T10:00:27.700000+00:00,27.800363767437506,-82.49958876795414,45.291427732709266,4.0,15.0,2.0,150.0,50.0
278,2024-01-15T10:00:27.800000+00:00,27.80036507595347,-82.49958728869969,44.761484072716875,4.0,15.0,2.0,150.0,50.0
279,2024-01-15T10:00:27.900000+00:00,27.80036638446943,-82.49958580944522,44.925005107309104,4.0,15.0,2.0,150.0,50.0
280,2024-01-15T10:00:28+00:00,27.800367692985393,-82.49958433019074,44.780004709303746,4.0,15.0,2.0,150.0,50.0
281,2024-01-15T10:00:28.100000+00:00,27.800369001501355,-82.49958285093624,45.03051402931553,4.0,15.0,2.0,150.0,50.0
282,2024-01-15T10:00:28.200000+00:00,27.800370310017318,-82.49958137168171,45.18015009329934,4.0,15.0,2.0,150.0,50.0
283,2024-01-15T10:00:28.300000+00:00,27.80037161853328,-82.49957989242718,45.056359950498724,4.0,15.0,2.0,150.0,50.0
284,2024-01-15T10:00:28.400000+00:00,27.800372927049242,-82.49957841317263,44.886183277922605,4.0,15.0,2.0,150.0,50.0
285,2024-01-15T10:00:28.500000+00:00,27.800374235565204,-82.49957693391805,44.983399824185945,4.0,15.0,2.0,150.0,50.0
286,2024-01-15T10:00:28.600000+00:00,27.800375544081167,-82.49957545466346,44.78029671652692,4.0,15.0,2.0,150.0,50.0
287,2024-01-15T10:00:28.700000+00:00,27.80037685259713,-82.49957397540885,45.153034133827305,4.0,15.0,2.0,150.0,50.0
288,2024-01-15T10:00:28.800000+00:00,27.80037816111309,-82.49957249615423,44.88196224935824,4.0,15.0,2.0,150.0,50.0
289,2024-01-15T10:00:28.900000+00:00,27.800379469629053,-82.49957101689958,45.07008630270429,4.0,15.0,2.0,150.0,50.0
290,2024-01-15T10:00:29+00:00,27.800380778145016,-82.49956953764492,45.28557813160643,4.0,15.0,2.0,150.0,50.0
291,2024-01-15T10:00:29.100000+00:00,27.800382086660978,-82.49956805839024,44.81536941119317,4.0,15.0,2.0,150.0,50.0
292,2024-01-15T10:00:29.200000+00:00,27.80038339517694,-82.49956657913555,45.4432845798947,4.0,15.0,2.0,150.0,50.0
293,2024-01-15T10:00:29.300000+00:00,27.800384703692902,-82.49956509988083,44.30965642332712,4.0,15.0,2.0,150.0,50.0
294,2024-01-15T10:00:29.400000+00:00,27.800386012208865,-82.49956362062609,44.80982478324039,4.0,15.0,2.0,150.0,50.0
295,2024-01-15T10:00:29.500000+00:00,27.800387320724827,-82.49956214137134,45.28499863783445,4.0,15.0,2.0,150.0,50.0
296,2024-01-15T10:00:29.600000+00:00,27.80038862924079,-82.49956066211658,44.90147118887048,4.0,15.0,2.0,150.0,50.0
297,2024-01-15T10:00:29.700000+00:00,27.80038993775675,-82.49955918286179,44.69936287308431,4.0,15.0,2.0,150.0,50.0
298,2024-01-15T10:00:29.800000+00:00,27.800391246272714,-82.49955770360698,44.84342096216206,4.0,15.0,2.0,150.0,50.0
299,2024-01-15T10:00:29.900000+00:00,27.800392554788676,-82.49955622435216,45.46298869081744,4.0,15.0,2.0,150.0,50.0
300,2024-01-15T10:00:30+00:00,27.800393863304638,-82.49955474509733,45.53080192454224,4.0,15.0,2.0,150.0,50.0
301,2024-01-15T10:00:30.100000+00:00,27.8003951718206,-82.49955326584247,44.58505213480613,4.0,15.0,2.0,150.0,50.0
302,2024-01-15T10:00:30.200000+00:00,27.800396480336563,-82.49955178658759,44.79639522308898,4.0,15.0,2.0,150.0,50.0
303,2024-01-15T10:00:30.300000+00:00,27.800397788852525,-82.4995503073327,44.7918885609037,4.0,15.0,2.0,150.0,50.0
304,2024-01-15T10:00:30.400000+00:00,27.800399097368487,-82.49954882807779,45.422720948954456,4.0,15.0,2.0,150.0,50.0
305,2024-01-15T10:00:30.500000+00:00,27.80040040588445,-82.49954734882286,44.93185050088168,4.0,15.0,2.0,150.0,50.0
306,2024-01-15T10:00:30.600000+00:00,27.80040171440041,-82.49954586956791,45.11554961499852,4.0,15.0,2.0,150.0,50.0
307,2024-01-15T10:00:30.700000+00:00,27.800403022916374,-82.49954439031295,45.05072389850097,4.0,15.0,2.0,150.0,50.0
308,2024-01-15T10:00:30.800000+00:00,27.800404331432336,-82.49954291105797,44.99991265795625,4.0,15.0,2.0,150.0,50.0
309,2024-01-15T10:00:30.900000+00:00,27.8004056399483,-82.49954143180297,44.89342095430083,4.0,15.0,2.0,150.0,50.0
310,2024-01-15T10:00:31+00:00,27.80040694846426,-82.49953995254795,45.299802345795065,4.0,15.0,2.0,150.0,50.0
311,2024-01-15T10:00:31.100000+00:00,27.800408256980223,-82.49953847329292,45.01480105374242,4.0,15.0,2.0,150.0,50.0
312,2024-01-15T10:00:31.200000+00:00,27.800409565496185,-82.49953699403787,44.67501590060481,4.0,15.0,2.0,150.0,50.0
313,2024-01-15T10:00:31.300000+00:00,27.800410874012147,-82.49953551478279,44.961010142082344,4.0,15.0,2.0,150.0,50.0
314,2024-01-15T10:00:31.400000+00:00,27.80041218252811,-82.4995340355277,44.60320074895564,4.0,15.0,2.0,150.0,50.0
315,2024-01-15T10:00:31.500000+00:00,27.800413491044072,-82.4995325562726,45.02842364480022,4.0,15.0,2.0,150.0,50.0
316,2024-01-15T10:00:31.600000+00:00,27.800414799560034,-82.49953107701748,44.86478797407474,4.0,15.0,2.0,150.0,50.0
317,2024-01-15T10:00:31.700000+00:00,27.800416108075996,-82.49952959776233,44.71589803233159,4.0,15.0,2.0,150.0,50.0
318,2024-01-15T10:00:31.800000+00:00,27.80041741659196,-82.49952811850717,44.39340688621392,4.0,15.0,2.0,150.0,50.0
319,2024-01-15T10:00:31.900000+00:00,27.80041872510792,-82.499526639252,45.65968067004957,4.0,15.0,2.0,150.0,50.0
320,2024-01-15T10:00:32+00:00,27.800420033623883,-82.49952515999681,44.964374953282494,4.0,15.0,2.0,150.0,50.0
321,2024-01-15T10:00:32.100000+00:00,27.800421342139845,-82.49952368074159,45.51857183471918,4.0,15.0,2.0,150.0,50.0
322,2024-01-15T10:00:32.200000+00:00,27.800422650655808,-82.49952220148636,44.74329473441629,4.0,15.0,2.0,150.0,50.0
323,2024-01-15T10:00:32.300000+00:00,27.80042395917177,-82.49952072223111,45.1183994207562,4.0,15.0,2.0,150.0,50.0
324,2024-01-15T10:00:32.400000+00:00,27.800425267687732,-82.49951924297584,45.5512439429103,4.0,15.0,2.0,150.0,50.0
325,2024-01-15T10:00:32.500000+00:00,27.800426576203694,-82.49951776372055,45.233862710752575,4.0,15.0,2.0,150.0,50.0
326,2024-01-15T10:00:32.600000+00:00,27.800427884719657,-82.49951628446524,44.80751855700132,4.0,15.0,2.0,150.0,50.0
327,2024-01-15T10:00:32.700000+00:00,27.80042919323562,-82.49951480520993,44.3811957183829,4.0,15.0,2.0,150.0,50.0
328,2024-01-15T10:00:32.800000+00:00,27.80043050175158,-82.49951332595458,44.56971217628839,4.0,15.0,2.0,150.0,50.0
329,2024-01-15T10:00:32.900000+00:00,27.800431810267543,-82.49951184669922,45.13500697363326,4.0,15.0,2.0,150.0,50.0
330,2024-01-15T10:00:33+00:00,27.800433118783506,-82.49951036744385,45.22171878483121,4.0,15.0,2.0,150.0,50.0
331,2024-01-15T10:00:33.100000+00:00,27.800434427299468,-82.49950888818846,45.20536922304405,4.0,15.0,2.0,150.0,50.0
332,2024-01-15T10:00:33.200000+00:00,27.80043573581543,-82.49950740893304,45.02336133952138,4.0,15.0,2.0,150.0,50.0
333,2024-01-15T10:00:33.300000+00:00,27.800437044331392,-82.49950592967761,45.084833109333566,4.0,15.0,2.0,150.0,50.0
334,2024-01-15T10:00:33.400000+00:00,27.800438352847355,-82.49950445042217,45.198147064394256,4.0,15.0,2.0,150.0,50.0
335,2024-01-15T10:00:33.500000+00:00,27.800439661363317,-82.4995029711667,44.93280017171717,4.0,15.0,2.0,150.0,50.0
336,2024-01-15T10:00:33.600000+00:00,27.80044096987928,-82.49950149191122,45.120791307173654,4.0,15.0,2.0,150.0,50.0
337,2024-01-15T10:00:33.700000+00:00,27.80044227839524,-82.49950001265572,45.15849018154659,4.0,15.0,2.0,150.0,50.0
338,2024-01-15T10:00:33.800000+00:00,27.800443586911204,-82.4994985334002,44.72823370714675,4.0,15.0,2.0,150.0,50.0
339,2024-01-15T10:00:33.900000+00:00,27.800444895427166,-82.49949705414467,45.261604146659174,4.0,15.0,2.0,150.0,50.0
340,2024-01-15T10:00:34+00:00,27.800446203943128,-82.49949557488911,45.52184019733272,4.0,15.0,2.0,150.0,50.0
341,2024-01-15T10:00:34.100000+00:00,27.80044751245909,-82.49949409563354,45.731063116047594,4.0,15.0,2.0,150.0,50.0
342,2024-01-15T10:00:34.200000+00:00,27.800448820975053,-82.49949261637795,45.16907472628198,4.0,15.0,2.0,150.0,50.0
343,2024-01-15T10:00:34.300000+00:00,27.800450129491015,-82.49949113712235,44.98185983595487,4.0,15.0,2.0,150.0,50.0
344,2024-01-15T10:00:34.400000+00:00,27.800451438006977,-82.49948965786672,44.62402565123417,4.0,15.0,2.0,150.0,50.0
345,2024-01-15T10:00:34.500000+00:00,27.80045274652294,-82.49948817861107,45.25239215253891,4.0,15.0,2.0,150.0,50.0
346,2024-01-15T10:00:34.600000+00:00,27.8004540550389,-82.49948669935542,45.25221975461377,4.0,15.0,2.0,150.0,50.0
347,2024-01-15T10:00:34.700000+00:00,27.800455363554864,-82.49948522009974,44.75606276910213,4.0,15.0,2.0,150.0,50.0
348,2024-01-15T10:00:34.800000+00:00,27.800456672070826,-82.49948374084404,45.22956144492135,4.0,15.0,2.0,150.0,50.0
349,2024-01-15T10:00:34.900000+00:00,27.80045798058679,-82.49948226158833,44.868192449428236,4.0,15.0,2.0,150.0,50.0
350,2024-01-15T10:00:35+00:00,27.80045928910275,-82.4994807823326,44.64748333702867,4.0,15.0,2.0,150.0,50.0
351,2024-01-15T10:00:35.100000+00:00,27.800460597618713,-82.49947930307685,45.00345342280946,4.0,15.0,2.0,150.0,50.0
352,2024-01-15T10:00:35.200000+00:00,27.800461906134675,-82.49947782382108,44.90298769220524,4.0,15.0,2.0,150.0,50.0
353,2024-01-15T10:00:35.300000+00:00,27.800463214650637,-82.4994763445653,44.823356136812926,4.0,15.0,2.0,150.0,50.0
354,2024-01-15T10:00:35.400000+00:00,27.8004645231666,-82.4994748653095,44.83737591549027,4.0,15.0,2.0,150.0,50.0
355,2024-01-15T10:00:35.500000+00:00,27.800465831682562,-82.49947338605368,44.86585998820987,4.0,15.0,2.0,150.0,50.0
356,2024-01-15T10:00:35.600000+00:00,27.800467140198524,-82.49947190679784,44.587060258890354,4.0,15.0,2.0,150.0,50.0
357,2024-01-15T10:00:35.700000+00:00,27.800468448714486,-82.49947042754198,45.648702288543525,4.0,15.0,2.0,150.0,50.0
358,2024-01-15T10:00:35.800000+00:00,27.80046975723045,-82.49946894828611,45.44606692037615,4.0,15.0,2.0,150.0,50.0
359,2024-01-15T10:00:35.900000+00:00,27.80047106574641,-82.49946746903022,44.671646277299544,4.0,15.0,2.0,150.0,50.0
360,2024-01-15T10:00:36+00:00,27.800472374262373,-82.49946598977431,45.16581868913035,4.0,15.0,2.0,150.0,50.0
361,2024-01-15T10:00:36.100000+00:00,27.800473682778335,-82.49946451051838,45.037577450620965,4.0,15.0,2.0,150.0,50.0
362,2024-01-15T10:00:36.200000+00:00,27.800474991294298,-82.49946303126244,44.97729109753031,4.0,15.0,2.0,150.0,50.0
363,2024-01-15T10:00:36.300000+00:00,27.80047629981026,-82.49946155200648,45.52485141035769,4.0,15.0,2.0,150.0,50.0
364,2024-01-15T10:00:36.400000+00:00,27.800477608326222,-82.4994600727505,45.21748259460202,4.0,15.0,2.0,150.0,50.0
365,2024-01-15T10:00:36.500000+00:00,27.800478916842184,-82.4994585934945,44.668157590882586,4.0,15.0,2.0,150.0,50.0
366,2024-01-15T10:00:36.600000+00:00,27.800480225358147,-82.49945711423848,44.891757176784985,4.0,15.0,2.0,150.0,50.0
367,2024-01-15T10:00:36.700000+00:00,27.80048153387411,-82.49945563498245,44.466664397807804,4.0,15.0,2.0,150.0,50.0
368,2024-01-15T10:00:36.800000+00:00,27.80048284239007,-82.4994541557264,45.11536300850883,4.0,15.0,2.0,150.0,50.0
369,2024-01-15T10:00:36.900000+00:00,27.800484150906033,-82.49945267647033,45.05109604516222,4.0,15.0,2.0,150.0,50.0
370,2024-01-15T10:00:37+00:00,27.800485459421996,-82.49945119721424,45.05780880299591,4.0,15.0,2.0,150.0,50.0
371,2024-01-15T10:00:37.100000+00:00,27.800486767937958,-82.49944971795814,44.9375772266684,4.0,15.0,2.0,150.0,50.0
372,2024-01-15T10:00:37.200000+00:00,27.80048807645392,-82.49944823870202,45.01346872037647,4.0,15.0,2.0,150.0,50.0
373,2024-01-15T10:00:37.300000+00:00,27.800489384969882,-82.49944675944587,45.08535277738798,4.0,15.0,2.0,150.0,50.0
374,2024-01-15T10:00:37.400000+00:00,27.800490693485845,-82.49944528018972,45.57558229923401,4.0,15.0,2.0,150.0,50.0
375,2024-01-15T10:00:37.500000+00:00,27.800492002001807,-82.49944380093355,45.055449144026255,4.0,15.0,2.0,150.0,50.0
376,2024-01-15T10:00:37.600000+00:00,27.80049331051777,-82.49944232167735,44.91387389022677,4.0,15.0,2.0,150.0,50.0
377,2024-01-15T10:00:37.700000+00:00,27.80049461903373,-82.49944084242114,45.15528629601037,4.0,15.0,2.0,150.0,50.0
378,2024-01-15T10:00:37.800000+00:00,27.800495927549694,-82.49943936316491,45.26026105072068,4.0,15.0,2.0,150.0,50.0
379,2024-01-15T10:00:37.900000+00:00,27.800497236065656,-82.49943788390867,45.352687424214736,4.0,15.0,2.0,150.0,50.0
380,2024-01-15T10:00:38+00:00,27.800498544581618,-82.4994364046524,45.348871990841324,4.0,15.0,2.0,150.0,50.0
381,2024-01-15T10:00:38.100000+00:00,27.80049985309758,-82.49943492539612,44.93025922870292,4.0,15.0,2.0,150.0,50.0
382,2024-01-15T10:00:38.200000+00:00,27.800501161613543,-82.49943344613982,45.288186119233586,4.0,15.0,2.0,150.0,50.0
383,2024-01-15T10:00:38.300000+00:00,27.800502470129505,-82.4994319668835,44.793622484221515,4.0,15.0,2.0,150.0,50.0
384,2024-01-15T10:00:38.400000+00:00,27.800503778645467,-82.49943048762717,44.59582898718357,4.0,15.0,2.0,150.0,50.0
385,2024-01-15T10:00:38.500000+00:00,27.80050508716143,-82.49942900837081,44.797658357938836,4.0,15.0,2.0,150.0,50.0
386,2024-01-15T10:00:38.600000+00:00,27.80050639567739,-82.49942752911444,45.171474265293575,4.0,15.0,2.0,150.0,50.0
387,2024-01-15T10:00:38.700000+00:00,27.800507704193354,-82.49942604985806,44.52474268972173,4.0,15.0,2.0,150.0,50.0
388,2024-01-15T10:00:38.800000+00:00,27.800509012709316,-82.49942457060165,45.496474523987324,4.0,15.0,2.0,150.0,50.0
389,2024-01-15T10:00:38.900000+00:00,27.80051032122528,-82.49942309134522,44.97043199970413,4.0,15.0,2.0,150.0,50.0
390,2024-01-15T10:00:39+00:00,27.80051162974124,-82.49942161208878,45.16913979556272,4.0,15.0,2.0,150.0,50.0
391,2024-01-15T10:00:39.100000+00:00,27.800512938257203,-82.49942013283233,44.88626159938704,4.0,15.0,2.0,150.0,50.0
392,2024-01-15T10:00:39.200000+00:00,27.800514246773165,-82.49941865357584,44.604643336338036,4.0,15.0,2.0,150.0,50.0
393,2024-01-15T10:00:39.300000+00:00,27.800515555289127,-82.49941717431935,44.91054086661078,4.0,15.0,2.0,150.0,50.0
394,2024-01-15T10:00:39.400000+00:00,27.80051686380509,-82.49941569506284,45.15760503944571,4.0,15.0,2.0,150.0,50.0
395,2024-01-15T10:00:39.500000+00:00,27.800518172321052,-82.49941421580631,44.69400116902575,4.0,15.0,2.0,150.0,50.0
396,2024-01-15T10:00:39.600000+00:00,27.800519480837014,-82.49941273654976,45.07588638148303,4.0,15.0,2.0,150.0,50.0
397,2024-01-15T10:00:39.700000+00:00,27.800520789352976,-82.49941125729319,44.71226262856939,4.0,15.0,2.0,150.0,50.0
398,2024-01-15T10:00:39.800000+00:00,27.80052209786894,-82.49940977803661,44.498465993723094,4.0,15.0,2.0,150.0,50.0
399,2024-01-15T10:00:39.900000+00:00,27.8005234063849,-82.49940829878,44.69745720721116,4.0,15.0,2.0,150.0,50.0
400,2024-01-15T10:00:40+00:00,27.800524714900863,-82.49940681952337,45.13051565723594,4.0,15.0,2.0,150.0,50.0
401,2024-01-15T10:00:40.100000+00:00,27.800526023416825,-82.49940534026673,44.58099877536715,4.0,15.0,2.0,150.0,50.0
402,2024-01-15T10:00:40.200000+00:00,27.800527331932788,-82.49940386101008,45.19014154840343,4.0,15.0,2.0,150.0,50.0
403,2024-01-15T10:00:40.300000+00:00,27.80052864044875,-82.4994023817534,45.00028755905405,4.0,15.0,2.0,150.0,50.0
404,2024-01-15T10:00:40.400000+00:00,27.800529948964712,-82.4994009024967,44.770308578992164,4.0,15.0,2.0,150.0,50.0
405,2024-01-15T10:00:40.500000+00:00,27.800531257480674,-82.49939942323999,44.99009675511872,4.0,15.0,2.0,150.0,50.0
406,2024-01-15T10:00:40.600000+00:00,27.800532565996637,-82.49939794398327,45.54492667216239,4.0,15.0,2.0,150.0,50.0
407,2024-01-15T10:00:40.700000+00:00,27.8005338745126,-82.49939646472652,45.23833886095134,4.0,15.0,2.0,150.0,50.0
408,2024-01-15T10:00:40.800000+00:00,27.80053518302856,-82.49939498546975,45.23860528588313,4.0,15.0,2.0,150.0,50.0
409,2024-01-15T10:00:40.900000+00:00,27.800536491544523,-82.49939350621297,44.9106036313242,4.0,15.0,2.0,150.0,50.0
410,2024-01-15T10:00:41+00:00,27.800537800060486,-82.49939202695617,44.54192003173011,4.0,15.0,2.0,150.0,50.0
411,2024-01-15T10:00:41.100000+00:00,27.800539108576448,-82.49939054769935,45.29854634776471,4.0,15.0,2.0,150.0,50.0
412,2024-01-15T10:00:41.200000+00:00,27.80054041709241,-82.49938906844251,45.39696891910226,4.0,15.0,2.0,150.0,50.0
413,2024-01-15T10:00:41.300000+00:00,27.800541725608372,-82.49938758918566,45.16372540399747,4.0,15.0,2.0,150.0,50.0
414,2024-01-15T10:00:41.400000+00:00,27.800543034124335,-82.49938610992879,45.17195262693398,4.0,15.0,2.0,150.0,50.0
415,2024-01-15T10:00:41.500000+00:00,27.800544342640297,-82.4993846306719,45.17704206233687,4.0,15.0,2.0,150.0,50.0
416,2024-01-15T10:00:41.600000+00:00,27.80054565115626,-82.49938315141499,45.04881936501539,4.0,15.0,2.0,150.0,50.0
